canonical_name,n_users,sample_desc,avg_conf,polarity_neg,polarity_pos,max_sim_to_predef,best_predef_match,category
appreciation_for_british_humor,1,"The user enjoys British humor, indicating a preference for shows that incorporate this style of comedy.",0.8,0,1,0.3567505,sensory_preference,surface
appreciation_for_character_depth,11,"The user values films that feature characters with depth and personal growth, often appreciating complex narratives that explore their journeys.",0.8272727272727273,2,8,0.56185293,narrative_complexity,medium_specific
appreciation_for_characters,1,"The user shows a clear preference for shows and movies with engaging characters, often highlighting them positively in their reviews.",0.9,0,1,0.4949896,brand_loyalty,medium_specific
appreciation_for_classic_comedy,1,"The user shows a strong preference for classic comedies, particularly those featuring iconic duos like Laurel and Hardy and Abbott and Costello.",0.9,0,1,0.34848,genre_preference,surface
appreciation_for_classic_disney,1,"The user expresses a clear enjoyment of classic Disney films, often highlighting their fun and nostalgic qualities.",0.8,0,1,0.352886,emotional_resonance,medium_specific
appreciation_for_classic_film,1,"The user shows a strong preference for classic films, particularly those featuring less mainstream actors like Hayley Mills and Kurt Russell.",0.9,0,1,0.44408685,genre_preference,medium_specific
appreciation_for_classic_romance,1,The user enjoys classic romance films that focus on traditional relationships without modern complications.,0.8,0,1,0.43154365,genre_preference,medium_specific
appreciation_for_compelling_narratives,1,"The user values narratives that are compelling and thought-provoking, particularly in television.",0.75,0,1,0.49211353,narrative_complexity,surface
appreciation_for_complex_characters,1,"The user enjoys films and shows that feature rich, complex characters, often highlighting their psychological depth.",0.9,0,1,0.49841678,narrative_complexity,medium_specific
appreciation_for_directorial_style,1,"The user shows a preference for specific directors and their unique styles, particularly in comedic contexts.",0.65,0,1,0.41455534,genre_preference,medium_specific
appreciation_for_diverse_music_styles,1,The user enjoys a variety of music styles and appreciates collections that feature different vocal groups and genres.,0.8,0,1,0.5061981,genre_preference,cdr_relevant
appreciation_for_documentaries,8,The user shows a strong preference for documentaries that provide in-depth and unbiased information on significant events or figures.,0.86875,0,8,0.39955288,genre_preference,medium_specific
appreciation_for_family_themes,1,"The user is drawn to narratives that explore family dynamics and relationships, often finding them relatable and engaging.",0.8,0,1,0.43978828,narrative_complexity,surface
appreciation_for_film_noir,1,"The user has a deep appreciation for film noir, often highlighting its stylistic elements, themes, and iconic performances.",0.95,0,1,0.5150422,genre_preference,medium_specific
appreciation_for_fun_adventures,1,"The user enjoys movies that are fun and adventurous, often with a fast pace and engaging plot.",0.9,0,1,0.4944602,pacing_preference,medium_specific
appreciation_for_gritty_realism,1,"The user enjoys gritty and realistic portrayals in films, valuing authenticity in storytelling.",0.85,0,1,0.43238348,narrative_complexity,medium_specific
appreciation_for_heartwarming_stories,1,"The user enjoys narratives that evoke emotional responses, such as laughter and tears, and often highlights the moral lessons in the stories.",0.85,0,1,0.4782802,emotional_resonance,surface
appreciation_for_high_quality_restorations,1,"The user values high-quality restorations of classic shows and movies, emphasizing clarity and sound quality.",0.85,0,1,0.35234326,sensory_preference,medium_specific
appreciation_for_horror_and_gore,3,The user appreciates horror films that focus on psychological tension and creepy atmospheres rather than just jump scares.,0.85,0,3,0.44736063,sensory_preference,medium_specific
appreciation_for_informative_content,1,"The user values films and series that are not only entertaining but also informative, especially in their field of work.",0.8,0,1,0.42561638,emotional_resonance,medium_specific
appreciation_for_inspiring_true_stories,1,"The user enjoys films that are based on true stories, especially those that convey inspirational messages.",0.85,0,1,0.3950265,pacing_preference,medium_specific
appreciation_for_noir_elements,1,"The user enjoys shows that incorporate noir elements, particularly with strong character chemistry.",0.8,0,1,0.36916125,genre_preference,surface
appreciation_for_performances,18,"The user appreciates strong performances from actors, particularly noting how they convey emotions effectively.",0.8111111111111111,0,18,0.5147587,emotional_resonance,medium_specific
appreciation_for_quirkiness,1,"The user enjoys movies that are quirky and humorous, finding them entertaining and refreshing.",0.85,0,1,0.4578343,sensory_preference,medium_specific
appreciation_for_slow_pacing,1,"The user enjoys shows and movies that have a varying pace, particularly those that are mostly slow.",0.9,0,1,0.637921,pacing_preference,medium_specific
appreciation_for_social_commentary,1,"The user values films that provide social commentary or address important issues, particularly those related to family and community.",0.8,0,1,0.541157,emotional_resonance,medium_specific
appreciation_for_special_effects,1,"The user values good acting and special effects in films, indicating a preference for high production quality.",0.7,0,0,0.50070775,sensory_preference,medium_specific
appreciation_for_underappreciated_films,1,"The user tends to enjoy films that are considered underappreciated or underrated, often highlighting their unique qualities.",0.8,0,1,0.38476187,sensory_preference,medium_specific
appreciation_for_visual_storytelling,1,The user appreciates films that prioritize visual language and artistic expression over traditional narrative structures.,0.8,0,1,0.5380675,narrative_complexity,medium_specific
appreciation_for_war_movies,1,The user enjoys war films that depict combat realistically and engage with historical themes.,0.85,0,1,0.38898438,genre_preference,medium_specific
aversion_to_gratuitous_content,3,"The user expresses a clear aversion to films that contain overt violence, especially against women, indicating a preference for more gentle storytelling.",0.8333333333333334,3,0,0.45422792,genre_preference,medium_specific
binge_worthy_content,2,"The user favors shows that are highly engaging and addictive, prompting binge-watching.",0.875,0,2,0.3816231,sensory_preference,medium_specific
boredom_threshold,1,"The user has a low tolerance for boredom in films and series, often leading to disengagement or sleepiness.",0.85,1,0,0.37257317,sensory_preference,medium_specific
cautious_optimism,1,The user often approaches new films or seasons with caution but can be pleasantly surprised if they exceed expectations.,0.65,0,1,0.31290656,pacing_preference,medium_specific
character_connection_importance,1,"The user values movies that explore character relationships and connections, particularly in family dynamics.",0.8,0,1,0.4652095,narrative_complexity,medium_specific
character_depth_value,1,"The user values films that provide depth to characters, often noting performances that bring complexity and nuance to the roles.",0.8,0,1,0.44612825,narrative_complexity,medium_specific
character_driven_narratives,6,"The user enjoys narratives that focus on character development and relationships, particularly in family settings.",0.8166666666666668,0,6,0.6231459,narrative_complexity,cdr_relevant
character_engagement,1,"The user enjoys shows and movies with engaging and fun characters, often noting how their child connects with these characters.",0.9,0,1,0.3712021,emotional_resonance,medium_specific
character_focus,1,"The user shows a preference for character-driven narratives, expressing enjoyment for specific characters or their development.",0.9,0,1,0.59494233,narrative_complexity,cdr_relevant
character_motivation_importance,1,"The user places significant importance on character motivations and development, finding poorly developed characters detrimental to the viewing experience.",0.85,1,0,0.4662027,narrative_complexity,surface
chef_mentorship_appreciation,1,"The user enjoys shows that feature mentorship and personal growth, particularly in competitive environments.",0.9,0,1,0.29707813,quality_sensitivity,surface
childrens_engagement,1,"The user is concerned about the engagement level of children's content, preferring videos that hold their interest.",0.8,1,0,0.39012092,emotional_resonance,surface
collection_completion,1,"The user values completing collections of specific franchises or series, indicating a desire for comprehensive ownership.",0.85,0,1,0.243565,brand_loyalty,medium_specific
collectors_enthusiasm,1,The user shows enthusiasm for collecting classic films and appreciates the restoration and preservation of older works.,0.8,0,1,0.29617825,emotional_resonance,medium_specific
comedic_genius_appreciation,1,"The user has a strong appreciation for comedic talent, particularly highlighting figures like Mel Brooks and Gene Kelly for their humor and creativity.",0.9,0,1,0.28995147,brand_loyalty,surface
comedy_enjoyment,5,The user enjoys comedies that are well-written and capable of eliciting strong laughter.,0.85,0,5,0.395585,sensory_preference,surface
commercial_discontent,1,"The user expresses frustration with interruptions from commercials during shows, indicating a preference for uninterrupted viewing.",0.8,1,0,0.37114882,pacing_preference,surface
community_sharing,1,"The user frequently mentions sharing movies with others, indicating a preference for content that fosters community and connection.",0.75,0,1,0.40521118,sensory_preference,medium_specific
consistent_positive_feedback,1,"The user consistently provides positive feedback across multiple reviews, indicating a strong preference for the content they are watching.",1.0,0,1,0.39120248,quality_sensitivity,surface
consistent_quality,1,"The user consistently rates films highly, indicating a preference for quality productions.",0.9,0,1,0.54859143,quality_sensitivity,medium_specific
creature_actor_appreciation,1,"The user shows a strong appreciation for actors who portray creatures, particularly in horror or sci-fi genres.",0.9,0,1,0.42633146,genre_preference,medium_specific
critical_analysis,1,"The user engages in critical analysis of plot elements, often pointing out flaws or inconsistencies in the story.",0.8,0,0,0.59480906,narrative_complexity,cdr_relevant
critical_of_boring_interviews,1,The user finds behind-the-scenes content or interviews uninteresting if they do not add value to the musical experience.,0.7,1,0,0.3756278,sensory_preference,medium_specific
critical_of_childish_storylines,1,"The user is critical of films that feature childish or unrealistic storylines, particularly in survival or adventure genres.",0.9,1,0,0.49365938,narrative_complexity,medium_specific
critical_of_dark_themes,1,"The user expresses a preference against overly dark or serious themes in movies, indicating a desire for lighter content.",0.75,1,0,0.5331939,genre_preference,medium_specific
critical_of_formulaic_plots,1,"The user dislikes films with predictable and formulaic storylines, often finding them unoriginal and lacking in depth.",0.8,1,0,0.5940925,narrative_complexity,medium_specific
critical_of_historical_accuracy,1,"The user expresses skepticism about the historical accuracy of narratives, particularly in series that blend fact with fiction.",0.7,0,0,0.4811098,narrative_complexity,surface
critical_of_repetitive_series,1,"The user shows awareness of series that are becoming repetitive or tired, indicating a desire for fresh content.",0.85,0,0,0.3639189,pacing_preference,surface
critical_view_on_quality,1,"The user is critical of the quality of some productions, noting that certain films should not have been released theatrically.",0.6,0,0,0.48004356,quality_sensitivity,medium_specific
critique_of_character_development,1,"The user critiques character development in series, particularly when they feel it declines over time.",0.8,1,0,0.49565172,narrative_complexity,surface
critique_of_language_use,1,"The user is sensitive to the use of language in films, particularly in terms of appropriateness for different audiences.",0.7,0,0,0.4170876,sensory_preference,medium_specific
critique_of_lazy_humor,1,"The user is critical of films that rely on lazy or juvenile humor, indicating a preference for more sophisticated comedic writing.",0.85,1,0,0.3806445,pacing_preference,medium_specific
critique_of_pedestrian_storytelling,1,"The user is critical of films that are overly simplistic or predictable, preferring more complex narratives.",0.75,1,0,0.519199,narrative_complexity,medium_specific
critique_of_repetitive_humor,1,"The user critiques humor that becomes repetitive, indicating a desire for originality in comedic content.",0.75,0,0,0.33310235,pacing_preference,surface
critique_of_weak_dialogue,1,"The user is critical of films that feature poor dialogue, which detracts from the overall quality of the movie.",0.85,1,0,0.36396742,narrative_complexity,medium_specific
cultural_appreciation,4,"The user shows an interest in films that honor cultural figures or historical contexts, appreciating the homage paid to legends.",0.7375,0,4,0.43452162,emotional_resonance,medium_specific
cultural_critique_of_hollywood,1,"The user critiques the cultural and moral decline they perceive in Hollywood, often linking it to broader societal issues.",0.9,1,0,0.41616684,genre_preference,surface
cultural_inclusivity_value,1,"The user values shows that promote cultural diversity and inclusivity, believing they can bring people together.",0.7,0,1,0.394284,brand_loyalty,surface
cultural_representation,1,"The user values authentic cultural representation in films, particularly when it is done respectfully and without patronization.",0.8,0,1,0.41940325,emotional_resonance,medium_specific
desire_for_more_content,1,"The user expresses a desire for more episodes or sequels of shows and movies they enjoy, indicating a strong engagement with the content.",0.85,0,1,0.3868969,sensory_preference,medium_specific
dialogue_quality_concern,1,"The user is critical of poor dialogue, indicating that they find it detracts from the overall quality of the film or series.",0.8,1,0,0.41224706,quality_sensitivity,medium_specific
disappointment_in_classics,1,The user expresses disappointment in classic films that do not meet modern entertainment standards.,0.75,1,0,0.38741636,genre_preference,medium_specific
disappointment_in_repetitive_themes,1,"The user is disappointed by movies that do not offer new themes or ideas, particularly in genres they are familiar with.",0.8,1,0,0.53618944,genre_preference,medium_specific
disappointment_in_story_inconsistency,1,"The user expresses disappointment when stories lack consistency or coherence, particularly in animated features.",0.8,1,0,0.513523,narrative_complexity,cdr_relevant
disappointment_in_theme_quality,1,"The user expresses disappointment in certain show themes, indicating a desire for more engaging or original concepts.",0.75,1,0,0.41117293,quality_sensitivity,surface
disappointment_threshold,1,"The user has a low tolerance for series that do not engage them early on, leading to quick disengagement.",0.85,1,0,0.35410684,quality_sensitivity,surface
disappointment_with_adaptations,11,"The user expresses dissatisfaction when a movie or show does not meet their expectations compared to its source material, such as books.",0.7772727272727273,11,0,0.4237622,brand_loyalty,medium_specific
disappointment_with_boring_content,1,"The user expresses disappointment when content fails to engage them, particularly when they find it boring or lacking excitement.",0.8,1,0,0.3525335,pacing_preference,surface
disappointment_with_documentaries,1,The user expresses disappointment with documentaries that fail to deliver engaging content or depth.,0.8,1,0,0.3795752,sensory_preference,medium_specific
disappointment_with_horror_elements,1,"The user is disappointed when horror movies fail to deliver on suspense or action, indicating a preference for more thrilling content.",0.9,1,0,0.44102794,sensory_preference,medium_specific
disappointment_with_lengthy_performances,1,"The user expresses dissatisfaction with lengthy performances that lack engaging content, indicating a preference for concise and impactful shows.",0.75,1,0,0.4350911,pacing_preference,medium_specific
disappointment_with_product_quality,7,"The user has a strong preference for concert DVDs, often rating them highly and expressing enjoyment of the performances.",0.7857142857142857,3,4,0.4036352,sensory_preference,medium_specific
disappointment_with_star_performances,1,"The user is often disappointed when star actors do not meet expectations in their performances, particularly in musical roles.",0.8,1,0,0.33123592,sensory_preference,medium_specific
disappointment_with_weak_female_characters,1,"The user expresses disappointment when female characters lack emotional depth or development, impacting their overall enjoyment of the film.",0.8,1,0,0.39399612,emotional_resonance,medium_specific
disaster_movie_enthusiast,1,"The user has a strong preference for disaster movies, often expressing excitement and enjoyment for this genre.",0.9,0,1,0.45618552,sensory_preference,medium_specific
discontent_with_auto_downloads,1,"The user expresses dissatisfaction with automatic downloads of content they have no interest in, indicating a desire for more control over their device.",1.0,1,0,0.26129925,genre_preference,surface
discontent_with_average_storylines,1,"The user shows dissatisfaction with storylines that are perceived as average or less intelligent, indicating a preference for more engaging plots.",0.8,1,0,0.5599071,narrative_complexity,cdr_relevant
discontent_with_dvd_pricing_strategies,1,"The user expresses frustration with the pricing strategies of DVD releases, particularly when they feel it exploits consumers.",0.9,1,0,0.3309617,brand_loyalty,medium_specific
discontent_with_series,1,"The user expresses frustration with television series that do not conclude satisfactorily, indicating a preference for complete narratives.",0.8,1,0,0.48908928,narrative_complexity,medium_specific
disdain_for_modern_filmmaking,1,"The user expresses a strong dislike for contemporary films, often criticizing their lack of creativity and reliance on violence or special effects.",0.95,1,0,0.43683833,genre_preference,medium_specific
disdain_for_modern_reinterpretations,1,"The user shows a clear disdain for modern reinterpretations of classic stories, particularly those that they feel misrepresent historical truths.",0.75,1,0,0.3429897,narrative_complexity,surface
dislike_for_adultery_themes,1,"The user dislikes movies that portray themes of infidelity, feeling they lack moral value.",0.9,1,0,0.4949019,genre_preference,medium_specific
dislike_for_amateurish_production,1,The user has a strong aversion to productions that feel amateurish or poorly executed.,0.8,1,0,0.4151274,quality_sensitivity,surface
dislike_for_art_house_style,1,"The user has a strong aversion to films that are categorized as art house or non-sensical, indicating a preference for more conventional storytelling.",0.95,1,0,0.47228122,genre_preference,medium_specific
dislike_for_b_movies,1,The user has a strong aversion to low-quality films often labeled as 'B movies'.,0.95,1,0,0.4907202,genre_preference,medium_specific
dislike_for_boring_content,8,"The user expresses a clear dislike for movies that they find boring or repetitive, often turning them off.",0.875,8,0,0.5178945,genre_preference,medium_specific
dislike_for_cartoonish_characters,1,"The user dislikes characters that are overly cartoonish or lack depth, indicating a preference for more nuanced character development.",0.8,1,0,0.3971482,narrative_complexity,surface
dislike_for_deceptive_content,1,"The user expresses strong disapproval of content they perceive as misleading or deceptive, particularly in relation to religious themes.",0.85,1,0,0.35714263,genre_preference,surface
dislike_for_derivative_narratives,1,"The user expresses a strong aversion to films that feel derivative or unoriginal, preferring unique storytelling.",0.8,1,0,0.5189934,genre_preference,medium_specific
dislike_for_excessive_darkness,1,"The user dislikes films and shows that are excessively dark or weird, indicating a preference for lighter content.",0.85,1,0,0.49676335,genre_preference,medium_specific
dislike_for_excessive_exposition,1,"The user finds excessive exposition and backstory in character development to be a flaw, preferring more organic storytelling.",0.75,1,0,0.59529465,narrative_complexity,cdr_relevant
dislike_for_excessive_manifesto_style,1,The user expresses a dislike for films that focus too heavily on manifesto-style narratives rather than artistic expression.,0.7,1,0,0.5129214,genre_preference,medium_specific
dislike_for_excessive_profanity,3,The user dislikes films that are gritty and disturbing without providing a sense of fun or enjoyment.,0.7999999999999999,3,0,0.43809772,genre_preference,medium_specific
dislike_for_excessive_sappiness,1,"The user tends to dislike films that are overly sentimental or sappy, preferring narratives with more substance.",0.75,1,0,0.58438355,genre_preference,medium_specific
dislike_for_excessive_staging,1,"The user dislikes performances that overly dramatize or commercialize music, particularly when it detracts from the original art form.",0.85,1,0,0.46589875,genre_preference,medium_specific
dislike_for_excessive_talking_in_shows,1,The user dislikes shows that feature excessive talking or discussions over action.,0.85,1,0,0.3249951,pacing_preference,surface
dislike_for_heavy_handed_political_comedy,1,"The user is critical of comedies that are overly political or lack nuance, preferring humor that is more balanced.",0.85,1,0,0.38435164,genre_preference,surface
dislike_for_incomplete_adaptations,1,"The user prefers adaptations that stay true to their source material, expressing frustration when films do not adequately cover the story.",0.65,1,0,0.48515967,narrative_complexity,medium_specific
dislike_for_kid_content,1,The user has a strong aversion to children's programming and expresses frustration over unwanted recommendations of such content.,1.0,1,0,0.37625176,genre_preference,meta
dislike_for_modern_filmmaking,1,"The user expresses a clear aversion to modern films, often criticizing them for containing unnecessary elements and lacking substance.",0.85,1,0,0.46735984,genre_preference,medium_specific
dislike_for_political_correctness,1,The user expresses frustration with perceived political correctness or 'wokeness' in films.,0.75,1,0,0.3408398,emotional_resonance,medium_specific
dislike_for_political_propaganda,1,"The user dislikes films that come off as political propaganda, especially when it overshadows the entertainment value.",0.8,1,0,0.47969154,genre_preference,medium_specific
dislike_for_poor_direction,1,"The user expresses strong dissatisfaction with films that suffer from poor direction, particularly when it affects pacing and emotional engagement.",0.9,1,0,0.46202788,genre_preference,medium_specific
dislike_for_poor_execution,11,"The user is critical of films that suffer from poor production quality, such as bad transfers or cheap sets, which detracts from their enjoyment.",0.8818181818181817,11,0,0.46261692,quality_sensitivity,medium_specific
dislike_for_repetitive_humor,1,The user expresses a dislike for films that rely on repetitive gags or lack originality in their humor.,0.65,1,0,0.3715889,genre_preference,medium_specific
dislike_for_repetitive_narratives,1,"The user dislikes shows that rely on repetitive storylines, finding them boring.",0.8,1,0,0.5905905,narrative_complexity,cdr_relevant
dislike_for_rushed_storytelling,1,The user shows a clear aversion to movies that feel rushed or lack coherent storytelling.,0.85,1,0,0.6620784,pacing_preference,medium_specific
dislike_for_shallow_representation,1,"The user strongly dislikes films that portray social groups in a shallow or negative light, indicating a preference for depth in character representation.",0.9,1,0,0.4803921,genre_preference,medium_specific
dislike_for_torture_scenes,1,The user explicitly dislikes graphic depictions of torture or suffering in films.,0.8,1,0,0.44625127,sensory_preference,medium_specific
dislike_for_virtue_signaling,1,"The user expresses strong discontent for narratives that prioritize virtue signaling over storytelling, indicating a preference for more authentic and engaging plots.",0.9,1,0,0.47978744,pacing_preference,surface
dislike_for_young_adult_content,1,"The user expresses a clear disinterest in content aimed at younger audiences, suggesting it may not resonate with them.",0.9,1,0,0.38200712,genre_preference,surface
disney_affinity,1,"The user shows a strong preference for Disney movies, often rating them highly and expressing enjoyment.",0.9,0,1,0.47999954,sensory_preference,medium_specific
documentary_preference,1,The user has a strong inclination towards documentaries that address real-world issues and provoke thought.,0.9,0,1,0.4833417,sensory_preference,medium_specific
documentary_quality_expectation,1,"The user has a strong preference for documentaries that are well-crafted and engaging, showing disappointment in those that fail to meet these standards.",0.9,0,0,0.43809867,sensory_preference,medium_specific
emotional_investment,1,The user seeks shows that evoke strong emotional responses and create a connection with the characters.,0.8,0,1,0.69515777,emotional_resonance,cdr_relevant
emotional_resonance,14,"The user appreciates films that evoke strong emotions, whether through sadness or empathy, particularly regarding social issues.",0.8571428571428571,0,13,0.81574976,emotional_resonance,medium_specific
emotional_resonance_preference,1,"The user is drawn to films and operas that evoke strong emotional responses, appreciating passionate performances and storytelling.",0.9,0,1,0.74394405,emotional_resonance,medium_specific
emotional_resonance_value,1,"The user values films that evoke strong emotional responses, particularly those that explore themes of shame, redemption, and personal growth.",0.85,0,1,0.7666911,emotional_resonance,medium_specific
emotional_resonance_with_music,1,"The user connects deeply with the musical scores of films, often highlighting how music enhances the emotional experience.",0.9,0,1,0.737484,emotional_resonance,medium_specific
enjoyment_of_action_movies,1,"The user enjoys action-packed films, suggesting a preference for high-energy entertainment.",0.8,0,1,0.59100616,sensory_preference,medium_specific
enjoyment_of_alternate_history,1,"The user finds fun in movies that explore alternate histories, appreciating well-written and acted narratives.",0.8,0,1,0.43745726,narrative_complexity,medium_specific
enjoyment_of_campy_humor,1,The user enjoys campy humor and finds entertainment in films that embrace absurdity and over-the-top scenarios.,0.8,0,1,0.4692052,sensory_preference,medium_specific
enjoyment_of_dark_humor,1,The user appreciates shows that incorporate dark humor and unconventional endings.,0.9,0,1,0.41530675,emotional_resonance,surface
enjoyment_of_familiar_genres,1,"The user enjoys familiar genres, such as action and comedy, particularly when they are executed well.",0.85,0,1,0.5683625,genre_preference,cdr_relevant
enjoyment_of_humor,1,"The user enjoys humor, especially when it is understated or character-driven.",0.85,0,1,0.45059654,pacing_preference,surface
enjoyment_of_intense_and_moving_stories,1,"The user appreciates films that are intense and emotionally impactful, often highlighting strong performances.",0.9,0,1,0.49671143,sensory_preference,medium_specific
enjoyment_of_mysteries,1,"The user enjoys mystery genres, particularly those with complex plots and unexpected twists.",0.9,0,1,0.4986924,genre_preference,surface
enjoyment_of_surreal_humor,1,"The user enjoys surreal and absurd humor, particularly in the context of classic films.",0.65,0,1,0.45413435,sensory_preference,medium_specific
enjoyment_of_unpredictable_plots,1,"The user enjoys stories that maintain an element of surprise and unpredictability, keeping them engaged until the end.",0.85,0,1,0.58980864,narrative_complexity,cdr_relevant
enjoyment_of_vintage_scary_movies,1,"The user enjoys vintage horror and scary movies, often finding them entertaining despite their age and sometimes silly content.",0.7,0,1,0.39706653,sensory_preference,medium_specific
enthusiasm_for_binge_watching,2,The user enjoys binge-watching series and recommends sharing them with friends for collective viewing experiences.,0.8500000000000001,0,2,0.3475001,sensory_preference,medium_specific
enthusiasm_for_dc_universe,1,"The user shows a strong preference for DC-related content, particularly when it is interconnected with other series.",0.9,0,1,0.34465444,genre_preference,surface
enthusiasm_for_new_content,1,The user shows excitement for new releases and is eager to see more of the content they enjoy.,0.8,0,1,0.36070824,emotional_resonance,surface
enthusiasm_for_red_green_show,1,"The user exhibits a particular fondness for the Red Green Show and its related content, indicating a strong loyalty to this series.",0.9,0,1,0.42442292,brand_loyalty,surface
enthusiasm_for_series,1,"The user expresses a strong enthusiasm for TV series, often rating them highly.",0.95,0,1,0.4059669,brand_loyalty,meta
enthusiasm_for_specific_artists,1,"The user shows a strong loyalty and enthusiasm for specific artists, often highlighting their performances as exceptional.",0.9,0,1,0.4379584,emotional_resonance,medium_specific
era_interest,1,"The user shows a strong interest in specific historical eras, which enhances their enjoyment of related content.",0.75,0,1,0.3718933,emotional_resonance,surface
family_friendly_content,38,"The user values films that can be enjoyed by family members of various ages, as indicated by their reviews about classic movies loved by their elderly parents.",0.8435897435897436,1,37,0.37226772,genre_preference,medium_specific
favorable_comparison_to_network_tv,1,"The user prefers content that is perceived as superior to network television, suggesting a desire for higher quality programming.",0.65,0,1,0.43671358,sensory_preference,surface
favoring_blu_ray_releases,1,"The user enjoys films that are available in Blu Ray, often noting the improved quality and experience.",0.85,0,1,0.35359812,sensory_preference,medium_specific
favoring_directing_and_acting_quality,1,"The user places significant importance on the quality of directing and acting, often highlighting these aspects in their positive reviews.",0.8,0,1,0.43076593,quality_sensitivity,medium_specific
favoring_familiar_voice_actors,1,"The user shows a preference for familiar voice actors in animated films, particularly those they associate with iconic characters.",0.85,0,0,0.32726365,genre_preference,medium_specific
favoring_timely_subjects,1,The user appreciates films that handle sensitive or timely subjects effectively.,0.7,0,1,0.42181006,sensory_preference,medium_specific
feel_good_movies_preference,1,"The user enjoys feel-good movies that provide a positive viewing experience, often watching them with a partner.",0.9,0,1,0.52924764,sensory_preference,medium_specific
fondness_for_broadway_influence,1,"The user expresses a fondness for films that showcase Broadway talent and musical numbers, often comparing them favorably to modern productions.",0.85,0,1,0.42654073,genre_preference,medium_specific
fondness_for_campy_horror,1,The user has a preference for campy and classic horror films that provide a fun viewing experience.,0.8,0,1,0.39357996,sensory_preference,medium_specific
fondness_for_character_driven_stories,4,The user appreciates films that focus on character development and engaging performances.,0.8125,0,4,0.5315194,narrative_complexity,medium_specific
fondness_for_emotional_storytelling,1,"The user appreciates movies and shows that evoke strong emotions, often highlighting their impact on viewers.",0.8,0,1,0.62133145,emotional_resonance,medium_specific
fondness_for_intellectual_challenges,1,"The user enjoys films that are intellectually stimulating and provoke thought, often appreciating complex themes.",0.9,0,1,0.45197967,genre_preference,medium_specific
fondness_for_murder_mysteries,1,"The user frequently enjoys murder mystery films, especially those from the 1940s, indicating a specific interest in this genre.",0.85,0,1,0.46543783,genre_preference,medium_specific
fondness_for_musicals_and_dance,1,"The user enjoys classic musicals and dance films, appreciating their escapism and cultural significance.",0.85,0,1,0.39980048,sensory_preference,medium_specific
fondness_for_scary_movies,1,"The user expresses a clear preference for scary movies, indicating they enjoy the thrill and suspense.",0.85,0,1,0.46961638,sensory_preference,medium_specific
fondness_for_screwball_comedy,1,"The user enjoys screwball comedies that blend humor with absurd situations, often highlighting character interactions.",0.85,0,1,0.29987603,pacing_preference,surface
